計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","蘇強","國立臺灣大學","國立臺灣大學地質科學系暨研究所","造山帶深部構造與淺部構造間之相互關係-3","2013/08/01~2014/07/31","3128000"
"102","蘇永明","國立新竹教育大學","國立新竹教育大學教育與學習科技學系","各國教育研究政策比較研究與我國現況之檢討與改進(II)","2013/08/01~2014/07/31","506000"
"102","蘇紹雯","國立勤益科技大學","國立勤益科技大學應用英語系","跳脫’英語為母語教師的教學為優抑或是英語為非母語教師的教學為優’二元論辯之?臼:探索外師(英語為母語教師)對台灣技職校院英語教學之衝擊","2013/08/01~2014/07/31","482000"
"102","蘇鴻麟","國立中興大學","國立中興大學生命科學系（所）","嗅神經髓鞘細胞對運動神經元前驅細胞的生長促進作用","2013/08/01~2016/07/31","5430000"
"102","蘇偉業","國立政治大學","國立政治大學公共行政學系","我國政府機關「績效體系」與「績效實效體」之研究","2013/08/01~2015/07/31","816000"
"102","蘇偉貞","國立成功大學","國立成功大學中國文學系（所）","南來文人的空間敘事與影像生產──趙滋蕃和《半下流社會》","2013/08/01~2014/07/31","383000"
"102","蘇衍綸","國立屏東科技大學","國立屏東科技大學餐旅管理系","面子問題作祟？文化差異和尷尬的餐廳服務失誤類型對顧客抱怨行為意圖影響之研究","2013/08/01~2014/07/31","343000"
"102","蘇敏逸","國立成功大學","國立成功大學中國文學系（所）","東北作家的鄉土敘述與抒情模式——以蕭紅、蕭軍、端木蕻良為核心","2013/08/01~2014/07/31","299000"
"102","蘇子中","國立臺灣師範大學","國立臺灣師範大學英語學系（所）","印度之旅：印度在當代表演理論與實踐裡所扮演的角色","2013/08/01~2016/07/31","2082000"
"102","蘇豐文","國立清華大學","國立清華大學資訊系統與應用研究所","建構社交因果的知識本體並從社交訊息中產生社交因果的解釋","2013/08/01~2014/07/31","827000"
"102","蘇靖淑","銘傳大學","銘傳大學餐旅管理學系","跨地區餐飲連鎖業加盟總部評量工具之研究","2013/08/01~2014/07/31","329000"
"102","蘇南誠","國立臺北大學","國立臺北大學統計學系","廣義偏斜常態線性混合模型之統計推論與應用","2013/08/01~2014/07/31","470000"
"102","蘇剛毅","國立臺灣大學","國立臺灣大學醫學院醫學檢驗暨生物技術學系","建立肝臟脂肪代謝異常與肝臟保護藥物篩選之動物模型","2013/08/01~2014/07/31","930000"
"102","蘇正煌","國立臺灣大學","財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院內科","超音波前置處理對內皮前驅細胞超音波微氣泡基因傳送的效益","2013/08/01~2014/07/31","850000"
"102","蘇彥勳","國立成功大學","國立成功大學材料科學及工程學系（所）","利用光激發光機制及紅外線上轉換機制提升電漿子太陽能產氫電池","2013/08/01~2016/07/31","3189000"
"102","蘇慧敏","國立臺灣大學","國立臺灣大學醫學院生理學科暨研究所","親代n-3脂肪酸缺乏飲食對產後及子代HPA壓力反應及回饋調控之影響(2/3)","2013/08/01~2014/07/31","1540000"
"102","蘇慧貞","國立成功大學","國立成功大學工業衛生科暨環境醫學研究所","臺灣地區氣候條件變異與生物性及化學性空氣汙染物對公共生衝擊之脆弱度評估與調適策略規劃(I)","2013/08/01~2014/07/31","1708000"
"102","蘇佩芳","國立成功大學","國立成功大學統計學系（所）","成對右設限存活資料下樣本數的計算","2013/10/01~2014/07/31","477000"
"102","蘇恩德","國立高雄第一科技大學","國立高雄第一科技大學風險管理與保險系","以門檻結構關聯GARCH模型測度台灣主要銀行在高波動狀態下的傳染風險","2013/08/01~2014/07/31","457000"
"102","蘇彬","國立交通大學","國立交通大學電子工程學系及電子研究所","單石三維整合架構下使用前瞻元件之邏輯以及靜態隨機存取記憶體電路分析","2013/08/01~2015/07/31","2529000"
"102","蘇景暉","龍華科技大學","龍華科技大學電子工程系暨研究所","競賽導向智慧輪型機器人研製及其在嵌入式數位控制系統學習之應用","2013/08/01~2014/07/31","437000"
"102","蘇東弘","國立臺灣大學","國立臺灣大學醫學院內科","B型肝炎抗病毒藥物治療停藥後復發之病毒及宿主因子研究","2013/08/01~2016/07/31","3750000"
"102","蘇東青","國立金門大學","國立金門大學土木與工程管理學系","小型島嶼脆弱度分析與永續規劃研究-水資源課題(I)","2013/08/01~2014/07/31","572000"
"102","蘇東平","國立陽明大學","國立陽明大學醫學系精神學科","低劑量氯胺酮注射的快速抗憂鬱療效及中樞抗憂鬱機轉探討: 一雙盲隨機之臨床結合影像學研究 (2/2)","2013/08/01~2014/07/31","700000"
"102","蘇東平","國立陽明大學","國立陽明大學醫學系精神學科","利用功能性連結磁振造影尋找創造力之大腦網路-雙極性疾患v.s.健康控制組","2013/01/01~2013/12/31","1128000"
"102","蘇楷立","國立高雄大學","國立高雄大學應用化學系","以對掌性層析法探討取代效應與π-π作用力之關係","2013/08/01~2016/07/31","6003000"
"102","蘇海清","國立交通大學","國立交通大學照明與能源光電研究所","減輕載子複合區內的激子猝熄以提升有機白光元件效率","2013/08/01~2014/07/31","935000"
"102","蘇登呼","樹德科技大學","樹德科技大學行銷管理系","媒體創業家新聞之報導傾向、報導傾向成因、與報導傾向之影響：明星創業家的觀點","2013/08/01~2015/07/31","830000"
"102","蘇百祥","樹德科技大學","中央研究院農業生物科技研究中心","熱休克蛋白Hsp70伴護子在葉綠體生成之分子機制探討 (II)","2013/08/01~2014/07/31","1201000"
"102","蘇艾","元智大學","元智大學機械工程學系（所）","多元氫能動力系統研究","2013/08/01~2014/07/31","888000"
"102","蘇艾","元智大學","元智大學機械工程學系（所）","燃料電池與氫能關鍵技術產學技術聯盟合作計畫(1/3)","2013/02/01~2014/01/31","2050000"
"102","蘇玄啟","國立高雄第一科技大學","國立高雄第一科技大學財務管理系（所）","公司槓桿與資本投資後的長期績效：基於風險的解釋","2013/08/01~2014/07/31","505000"
"102","蘇宇平","國立高雄第一科技大學","臺北榮民總醫院骨科部","人類血管平滑肌細胞與立體血管化水凝膠內之人類臍靜脈上皮細胞的互動整合量化分析立體組織之血管化以及氧梯度對於細胞繁殖及移行的影響","2013/08/01~2014/07/31","1032000"
"102","蘇文鈺","國立成功大學","國立成功大學資訊工程學系（所）","古琴音樂合成系統與其應用","2013/08/01~2016/07/31","2603000"
"102","蘇文達","國立臺北科技大學","國立臺北科技大學化學工程與生物科技系","仿生骨膜與乳牙幹細胞對骨癒合效益的研究","2013/11/01~2014/10/31","550000"
"102","蘇文達","國立臺北科技大學","國立臺北科技大學化學工程與生物科技系","酵母菌連續發酵生產天然香料苯乙醇之研究","2013/10/01~2014/09/30","395000"
"102","蘇文瑞","國立臺北科技大學","財團法人國家實驗研究院地震工程研究中心","子計畫:多元災情資訊蒐整分析模組建置之研究(I)","2013/08/01~2014/07/31","491000"
"102","蘇文彬","國立成功大學","國立成功大學醫學系內科學科","抗氧化機制在肺癌的生物特性探索及運用－Uncoupling protein 2與NRF2及HLTF的相關性","2013/08/01~2016/07/31","4950000"
"102","蘇文麟","國立成功大學","國防醫學院胸腔內科","純化技術質譜指紋分析系統於臨床肋膜積液病患之鑑別診斷","2013/08/01~2014/07/31","800000"
"102","蘇文郎","國立政治大學","國立政治大學日本語文學系","現代日語「naru 表現」諸相之研究","2013/08/01~2014/07/31","317000"
"102","蘇暉家","國立政治大學","財團法人國家同步輻射研究中心實驗設施組","以即時性同步輻射X光及中子研究以添加釩的磷酸鋰鐵為正極及以添加錫的鋰鈦氧為負極的全電池之物性及電性之關連","2013/08/01~2016/07/31","1890000"
"102","蘇暉凱","國立虎尾科技大學","國立虎尾科技大學電機工程系","子計畫三：以點對點與雲端混合運算為基礎多媒體串流應用之研究與效能分析","2013/08/01~2014/07/31","579000"
"102","蘇暉凱","國立虎尾科技大學","國立虎尾科技大學電機工程系","集中式行動地圖導航應用系統及無線混層定位機制之設計、實作與優化","2013/11/01~2014/10/31","350000"
"102","蘇炎坤","國立成功大學","國立成功大學微電子工程研究所","總計畫暨子計畫一：次世代可撓性觸控面板關鍵零組件之研製(1/3)","2013/08/01~2014/07/31","4033000"
"102","蘇美如","元培科技大學","元培科技大學生物醫學工程系","高信度銀髮族醫療控管平台之普適型下肢活動感測生理回饋系統(1/2)","2013/09/01~2014/08/31","677000"
"102","蘇美文","中華學校財團法人中華科技大學","中華學校財團法人中華科技大學共同科","近代藥師佛法門的新發展","2013/08/01~2014/07/31","324000"
"102","蘇宏達","國立臺灣大學","國立臺灣大學政治學系暨研究所","檢視歐盟治理機制因應危機的有效性：以愛爾蘭、葡萄牙和希臘三國的主權債務危機為案例研究","2013/08/01~2015/07/31","976000"
"102","蘇銓清","國立成功大學","國立成功大學資訊工程學系（所）","設計及分析下一代被動光接取網路之節能動態頻寬分配演算法","2013/08/01~2014/07/31","719000"
"102","蘇榕","國立臺灣師範大學","國立臺灣師範大學英語學系（所）","老化與城市：以當代英國小說為例 (II-I)","2013/08/01~2014/07/31","411000"
"102","蘇銘嘉","國立臺灣大學","國立臺灣大學醫學院藥理學科暨研究所","(總計畫與子計畫一)心血管疾病及代謝症候群之藥理作用研究(3/3)","2013/05/01~2014/07/31","4247000"
"102","蘇銘千","國立東華大學","國立東華大學自然資源與環境學系","建置大農大富平地森林園區及鄰近集水區之環境績效指數(I)","2013/08/01~2014/07/31","1023000"
"102","蘇銘燦","國立臺灣師範大學","國立臺灣師範大學生命科學系（所）","建立新穎果蠅阿玆海默氏症模式並評估GSK3抑制劑之治療潛力(1/2)","2013/08/01~2014/07/31","1300000"
"102","蘇銘燦","國立臺灣師範大學","國立臺灣師範大學生命科學系（所）","研究TBP功能缺失造成細胞凋亡的機制及其與聚麩醯胺神經退化疾病的關聯","2013/08/01~2014/07/31","1000000"
"102","蘇宜成","國立中興大學","國立中興大學生物科技學士學位學程","基因轉殖作物研發之後起者發展策略：以法院文件與智慧財產為中心的個案研究","2013/03/01~2014/02/28","294000"
"102","蘇冠暐","國立交通大學","國立交通大學電子物理學系（所）","伴隨雷射誘發擊破的流體高速動力型態與光電作用之研究","2013/08/01~2016/07/31","5077000"
"102","蘇溢芳","國立交通大學","和春技術學院資訊管理系","設計與實作一個利用點擊系統快速分類使用者搜尋結果與類別順序重製之系統框架","2013/08/01~2015/07/31","528000"
"102","蘇亦昌","國立交通大學","國泰醫療財團法人國泰綜合醫院外科","利用腫瘤細胞培養及小鼠腦瘤模式，分析Temozolomide 及 Bevacuzimab 併用對腦瘤之影響","2013/08/01~2016/07/31","3300000"
"102","蘇碩斌","國立臺灣大學","國立臺灣大學臺灣文學研究所","旅行文學的歧路：台灣觀光文化書寫的歷史變遷","2013/08/01~2014/07/31","373000"
"102","蘇義淵","國立中興大學","國立中興大學法律學系","七股沿岸生態系統碳吸存功能(2/3)","2013/08/01~2014/07/31","1300000"
"102","蘇炫榮","國立臺灣大學","國立臺灣大學電信工程學研究所","子計畫二：異質網路之編碼與干擾管理技術(2/2)","2013/05/01~2014/04/30","1192000"
"102","蘇維鈞","國立臺灣大學","臺北榮民總醫院胸腔部","使用Isoniazid治療潛伏結核感染對於腸道微生物相調節呼吸道免疫反應的影響","2013/08/01~2014/07/31","1350000"
"102","蘇維宗","真理大學","真理大學資訊工程學系（所）","子計畫二:開發雲端仲介器閘道之環境感知資料加密與分散服務(III)","2013/08/01~2014/07/31","752000"
